Age,Height,Weight,Chest,Size
31,162.5,62.4,91.0,S
42,161.5,56.7,88.3,XS
46,160.3,67.5,106.0,L
27,164.1,62.3,84.6,XS
30,169.7,64.4,92.0,S
27,157.1,62.6,92.6,S
28,154.8,71.3,94.6,S
27,163.3,63.0,89.9,XS
23,166.7,82.0,103.2,L
25,158.4,76.2,104.3,L
24,164.2,69.7,92.9,S
22,173.6,91.0,109.8,L
24,167.1,80.1,96.5,M
21,159.5,68.3,91.2,S
22,171.6,76.9,96.4,M
19,157.4,60.1,87.9,XS
27,161.0,82.1,105.4,L
37,164.3,84.2,94.7,S
21,169.7,79.1,99.2,M
21,150.1,57.5,94.1,S
33,163.2,56.8,88.4,XS
37,165.4,72.0,101.5,M
24,157.1,52.1,78.7,XXS
23,159.6,68.9,103.1,L
22,158.9,65.2,88.1,XS
43,165.0,82.7,113.1,XL
29,161.1,66.2,92.7,S
44,163.2,71.5,97.1,M
35,172.9,97.3,122.0,XL
19,153.3,45.0,80.0,XXS
20,161.1,50.4,79.3,XXS
24,165.0,57.7,84.8,XS
22,147.3,56.2,93.2,S
25,170.0,72.8,94.1,S
20,169.2,72.2,94.0,S
27,161.1,56.0,82.6,XXS
19,173.4,82.4,99.0,M
20,169.2,82.5,104.7,L
28,164.7,99.5,107.1,L
38,159.9,98.8,122.2,XL
53,161.4,81.5,110.2,L
23,154.9,72.3,95.0,M
29,163.4,73.6,95.7,M
21,176.0,69.8,95.1,M
23,168.3,76.6,102.6,L
23,161.8,65.1,90.0,S
34,156.5,51.8,80.0,XXS
23,159.2,54.9,86.8,XS
22,163.6,57.6,86.2,XS
22,153.8,58.3,91.4,S
24,164.8,67.0,88.3,XS
24,164.5,63.1,93.6,S
25,162.3,62.7,88.0,XS
21,161.1,67.6,94.1,S
24,160.2,53.4,87.2,XS
24,167.0,74.8,100.8,M
23,164.3,64.4,91.5,S
23,162.8,67.7,97.9,M
22,157.5,62.0,90.4,S
20,161.3,53.6,83.4,XXS
23,159.8,59.9,86.8,XS
23,161.0,64.4,89.8,XS
26,159.7,53.6,82.2,XXS
40,159.0,88.2,108.6,L
24,168.8,64.6,93.0,S
30,150.2,66.2,93.6,S
21,159.3,69.8,91.5,S
20,160.7,67.7,103.6,L
23,162.5,58.6,88.1,XS
23,152.5,52.6,88.6,XS
27,156.3,56.4,89.4,XS
25,173.4,76.5,92.3,S
26,173.4,87.1,99.6,M
35,172.8,68.2,92.0,S
24,166.1,62.9,89.3,XS
28,170.3,56.8,87.2,XS
20,170.2,68.0,97.1,M
32,177.2,66.9,91.1,S
38,162.6,71.2,92.8,S
32,166.1,78.1,99.9,M
40,154.9,67.5,96.6,M
28,163.4,66.3,93.8,S
25,166.1,79.3,101.6,M
29,156.4,60.4,94.6,S
33,166.4,73.2,107.5,L
50,155.3,71.2,104.4,L
37,170.0,72.2,90.9,S
27,154.2,61.0,92.6,S
34,174.3,81.7,98.7,M
22,162.3,79.9,98.0,M
20,159.0,60.2,84.5,XS
23,160.4,58.4,88.2,XS
26,162.7,60.1,87.2,XS
24,171.8,83.4,101.4,M
23,170.5,97.3,117.3,XL
25,156.1,55.7,85.7,XS
25,166.1,55.3,80.3,XXS
25,162.0,52.6,84.1,XS
25,166.0,61.4,85.7,XS
25,169.7,89.4,108.3,L
23,169.9,89.3,106.6,L
21,174.0,70.2,90.1,S
48,170.1,73.8,103.0,L
22,170.7,60.1,90.0,S
33,156.0,78.2,99.8,M
26,148.3,44.2,78.0,XXS
22,158.7,47.6,80.2,XXS
27,157.9,64.2,90.7,S
21,165.9,73.7,94.0,S
27,168.4,77.6,97.2,M
27,159.3,62.0,90.0,S
25,158.9,64.6,95.3,M
20,168.3,69.7,94.5,S
28,170.4,72.4,95.3,M
47,173.6,69.7,102.2,L
26,163.3,62.0,92.7,S
44,172.4,88.4,101.3,M
47,148.7,71.2,100.1,M
50,156.0,68.4,101.8,M
43,156.1,62.3,97.8,M
28,161.8,61.4,93.0,S
24,160.4,55.1,93.0,S
43,165.8,112.1,114.1,XL
35,165.8,74.9,97.0,M
25,159.1,70.9,95.6,M
31,163.8,58.8,87.2,XS
21,175.1,87.6,100.3,M
20,158.7,59.7,85.7,XS
27,154.0,68.0,104.4,L
22,157.6,70.7,100.9,M
30,173.7,68.6,92.0,S
27,157.3,62.4,90.1,S
40,162.2,61.0,90.3,S
20,158.8,58.2,89.1,XS
25,154.8,48.9,84.3,XS
25,166.2,69.6,93.8,S
22,171.8,79.5,97.6,M
29,151.9,60.0,88.5,XS
24,157.3,64.0,95.0,M
39,156.6,71.2,93.2,S
25,152.9,47.5,82.0,XXS
26,158.5,73.5,90.9,S
23,161.1,54.6,89.3,XS
21,161.0,56.2,92.5,S
22,154.1,58.2,94.7,S
21,176.6,81.2,99.9,M
30,162.6,51.8,83.8,XXS
27,164.4,52.3,85.2,XS
26,167.9,75.6,102.3,L
24,174.3,67.4,91.2,S
22,165.8,55.2,82.5,XXS
21,161.0,69.0,103.1,L
27,167.5,63.6,89.3,XS
32,163.7,64.1,95.1,M
20,162.8,70.1,93.4,S
22,164.5,79.3,100.4,M
24,159.5,66.0,95.7,M
23,173.1,93.1,111.7,L
24,156.7,66.1,96.0,M
28,162.8,51.0,78.0,XXS
21,168.8,68.6,91.6,S
42,170.6,83.9,106.3,L
28,154.3,65.2,89.3,XS
27,166.5,92.0,110.2,L
22,169.0,66.7,90.0,S
24,147.1,46.4,82.3,XXS
24,161.6,62.7,94.3,S
28,175.3,59.3,90.1,S
32,162.6,50.8,79.5,XXS
29,169.8,72.7,94.4,S
42,154.5,58.3,97.0,M
23,175.9,66.9,94.2,S
43,173.2,84.2,104.1,L
32,158.7,60.1,88.4,XS
27,160.5,60.9,92.0,S
29,153.0,68.7,94.3,S
28,159.8,54.9,88.7,XS
20,152.4,45.2,82.6,XXS
24,168.3,83.5,105.5,L
21,157.7,64.1,90.1,S
36,158.3,58.8,90.6,S
30,158.2,56.3,87.8,XS
34,156.9,70.2,101.6,M
24,165.1,77.9,101.5,M
20,146.3,62.6,99.8,M
24,165.9,99.2,119.8,XL
23,159.6,62.6,88.3,XS
28,160.0,71.3,105.0,L
28,155.7,52.8,87.2,XS
23,156.5,55.2,89.6,XS
21,152.5,62.2,96.2,M
21,161.3,61.2,86.3,XS
22,167.4,52.9,81.4,XXS
29,161.4,74.8,99.6,M
29,155.8,58.2,89.8,XS
28,177.4,79.0,94.2,S
20,163.3,61.8,92.2,S
28,161.1,71.6,99.2,M
21,176.8,69.2,95.8,M
28,157.8,63.5,97.3,M
22,161.9,70.4,91.7,S
21,168.1,66.8,94.6,S
22,161.3,53.5,84.1,XS
23,157.5,61.5,96.7,M
24,164.8,75.1,101.8,M
20,159.0,54.6,86.7,XS
25,160.9,69.5,97.3,M
31,162.5,77.3,99.0,M
41,167.6,75.1,101.2,M
27,162.3,70.0,104.0,L
26,161.2,50.2,82.9,XXS
42,172.0,71.7,98.4,M
23,156.7,64.4,91.0,S
24,177.0,107.2,120.3,XL
35,166.8,94.0,119.6,XL
29,158.8,76.4,96.8,M
53,161.6,89.7,114.0,XL
44,159.3,77.7,109.1,L
20,157.2,49.7,87.0,XS
21,167.4,66.2,91.3,S
29,165.2,69.6,104.9,L
26,166.4,84.4,107.1,L
20,169.1,64.7,91.0,S
25,165.7,78.0,101.9,M
24,170.4,77.3,96.5,M
21,165.4,73.4,95.2,M
46,157.8,69.5,98.2,M
26,164.5,70.7,103.5,L
22,163.1,93.6,114.2,XL
31,156.1,85.7,105.5,L
26,151.6,57.3,91.4,S
25,174.9,67.6,93.0,S
22,171.5,85.5,100.6,M
20,160.0,54.9,92.9,S
22,168.3,58.8,87.2,XS
25,155.7,71.5,98.3,M
45,154.8,58.0,87.3,XS
39,171.4,69.7,93.4,S
35,164.9,68.5,100.6,M
32,152.8,58.6,90.7,S
54,159.6,84.2,110.1,L
35,165.8,90.9,106.8,L
55,170.1,104.7,116.8,XL
42,168.3,66.3,89.6,XS
39,163.4,76.6,115.4,XL
22,169.5,71.5,94.1,S
37,154.8,59.1,89.8,XS
37,158.7,66.5,95.2,M
45,154.9,67.6,99.1,M
33,160.6,79.2,109.1,L
40,150.8,65.2,100.5,M
25,173.3,75.3,93.1,S
23,156.0,51.7,88.6,XS
36,173.9,86.5,106.0,L
39,162.9,73.2,95.2,M
46,160.9,74.1,92.3,S
56,174.0,90.6,109.3,L
34,167.8,84.5,94.3,S
40,154.5,63.1,97.4,M
38,180.9,89.8,111.3,L
49,176.4,97.0,109.0,L
32,160.6,66.3,94.0,S
31,156.7,59.4,95.2,M
27,159.4,65.7,105.9,L
40,158.7,78.6,112.5,XL
35,157.3,52.0,83.7,XXS
32,162.4,64.1,92.0,S
40,163.5,79.8,103.7,L
38,158.0,74.0,102.1,L
41,169.1,64.1,93.5,S
27,165.6,80.3,107.2,L
38,161.5,71.4,108.9,L
32,174.9,92.4,97.3,M
52,156.1,66.8,104.2,L
33,167.4,67.8,92.5,S
34,172.1,57.7,86.5,XS
44,170.4,68.7,103.0,L
26,163.6,75.8,103.8,L
41,158.3,65.2,104.7,L
30,160.4,69.9,99.4,M
30,153.3,47.4,80.2,XXS
32,159.4,55.8,93.1,S
25,171.9,76.8,99.0,M
51,168.7,83.2,108.2,L
40,161.3,71.7,101.6,M
40,164.4,76.2,109.3,L
31,161.6,63.2,92.2,S
27,164.1,61.0,90.2,S
